label,old-label,prop,wrong,,cond,sent,paraph
0,0,that is there is only a single constant structure for each table object,,,null,They are also static constant structures which are shared: that is there is only a single constant structure for each table object.,Table objects have certain advantages over other objects: for example their NIDs can be used in a C language switch statement. They are also static constant structures which are shared: that is there is only a single constant structure for each table object.
0,0,They are also static constant structures which are shared,,,null,They are also static constant structures which are shared: that is there is only a single constant structure for each table object.,Table objects have certain advantages over other objects: for example their NIDs can be used in a C language switch statement. They are also static constant structures which are shared: that is there is only a single constant structure for each table object.
0,0,SSL_CTX_set_max_cert_list_APIName sets the maximum size allowed for the peer 's certificate chain for all SSL objects created from SSL_CTX_set_max_cert_list_APIParam_1 to be <size> bytes,,,null,SSL_CTX_set_max_cert_list_APIName sets the maximum size allowed for the peer's certificate chain for all SSL objects created from SSL_CTX_set_max_cert_list_APIParam_1 to be <size> bytes.,SSL_CTX_set_max_cert_list_APIName sets the maximum size allowed for the peer's certificate chain for all SSL objects created from SSL_CTX_set_max_cert_list_APIParam_1 to be <size> bytes. The SSL objects inherit the setting valid for SSL_CTX_set_max_cert_list_APIParam_1 at the time SSL_new_APIName is being called.
0,0,Calls to BIO_write_APIName will place data in the buffer or request a retry,,,if the buffer is full,Calls to BIO_write_APIName will place data in the buffer or request a retry if the buffer is full.,Calls to BIO_write_APIName will place data in the buffer or request a retry if the buffer is full.
0,0,"Other items in PEM formatting can also be encrypted , it is however not usual , as certificate information is considered public",,,null,"Other items in PEM formatting (certificates) can also be encrypted, it is however not usual, as certificate information is considered public.","Other items in PEM formatting (certificates) can also be encrypted, it is however not usual, as certificate information is considered public."
0,0,any active connection on that chain is shutdown,1,,If the close flag is set on an accept BIO,"If the close flag is set on an accept BIO ,then any active connection on that chain is shutdown and the socket closed when the BIO is freed.","If the close flag is set on an accept BIO ,then any active connection on that chain is shutdown and the socket closed when the BIO is freed."
0,0,the socket closed,1,,when the BIO is freed,"If the close flag is set on an accept BIO ,then any active connection on that chain is shutdown and the socket closed when the BIO is freed.","If the close flag is set on an accept BIO ,then any active connection on that chain is shutdown and the socket closed when the BIO is freed."
0,0,A BIO pair is a pair of source/sink BIOs where data written to either half of the pair is buffered and can be read from the other half,,,null,A BIO pair is a pair of source/sink BIOs where data written to either half of the pair is buffered and can be read from the other half.,BIO_s_bio_APIName returns the method for a BIO pair. A BIO pair is a pair of source/sink BIOs where data written to either half of the pair is buffered and can be read from the other half. Both halves must usually by handled by the same application thread since no locking is done on the internal data structures.
0,0,This mechanism uses an internal callback registration table so that any ENGINE API functionality that knows it requires cleanup can register its cleanup details to be called during ENGINE_cleanup_APIName.,1,,during ENGINE_cleanup_APIName,This mechanism uses an internal callback registration table so that any ENGINE API functionality that knows it requires cleanup can register its cleanup details to be called during ENGINE_cleanup_APIName.,"If no ENGINE API functions are called at all in an application, then there are no inherent memory leaks to worry about from the ENGINE functionality, however if any ENGINEs are loaded, even if they are never registered or used, it is necessary to use the ENGINE_cleanup_APIName function to correspondingly cleanup before program exit, if the caller wishes to avoid memory leaks. This mechanism uses an internal callback registration table so that any ENGINE API functionality that knows it requires cleanup can register its cleanup details to be called during ENGINE_cleanup_APIName. This approach allows ENGINE_cleanup_APIName to clean up after any ENGINE functionality at all that your program uses, yet doesn't automatically create linker dependencies to all possible ENGINE functionality - only the cleanup callbacks required by the functionality you do use will be required by the linker."
0,0,there are no inherent memory leaks to worry about from the ENGINE functionality,,,If no ENGINE API functions are called at all in an application,"If no ENGINE API functions are called at all in an application , then there are no inherent memory leaks to worry about from the ENGINE functionality , however if any ENGINEs are loaded ,  , it is necessary to use the ENGINE_cleanup_APIName function to correspondingly cleanup before program exit , if the caller wishes to avoid memory leaks .","If no ENGINE API functions are called at all in an application, then there are no inherent memory leaks to worry about from the ENGINE functionality, however if any ENGINEs are loaded, even if they are never registered or used, it is necessary to use the ENGINE_cleanup_APIName function to correspondingly cleanup before program exit, if the caller wishes to avoid memory leaks. This mechanism uses an internal callback registration table so that any ENGINE API functionality that knows it requires cleanup can register its cleanup details to be called during ENGINE_cleanup_APIName. This approach allows ENGINE_cleanup_APIName to clean up after any ENGINE functionality at all that your program uses, yet doesn't automatically create linker dependencies to all possible ENGINE functionality - only the cleanup callbacks required by the functionality you do use will be required by the linker."
0,0,ECDSA_do_verify_APIName verifies that the signature ECDSA_do_verify_APIParam_1 is a valid ECDSA signature of the hash value ECDSA_do_verify_APIParam_1 of size ECDSA_do_verify_APIParam_2 using the public key ECDSA_size_APIParam_1 ECDSA_set_method_APIParam_1 ECDSA_sign_setup_APIParam_1,,,null,ECDSA_do_verify_APIName verifies that the signature ECDSA_do_verify_APIParam_1 is a valid ECDSA signature of the hash value ECDSA_do_verify_APIParam_1 of size ECDSA_do_verify_APIParam_2 using the public key ECDSA_size_APIParam_1 ECDSA_set_method_APIParam_1 ECDSA_sign_setup_APIParam_1.,ECDSA_do_verify_APIName verifies that the signature ECDSA_do_verify_APIParam_1 is a valid ECDSA signature of the hash value ECDSA_do_verify_APIParam_1 of size ECDSA_do_verify_APIParam_2 using the public key ECDSA_size_APIParam_1 ECDSA_set_method_APIParam_1 ECDSA_sign_setup_APIParam_1.
0,0,attempt is first made to use BIO_BIN_NORMAL ,1,,If BIO_BIND_REUSEADDR_IF_UNUSED is set,"If BIO_BIND_REUSEADDR_IF_UNUSED is set ,then and attempt is first made to use BIO_BIN_NORMAL, if this fails and the port is not in use ,then a second attempt is made using BIO_BIND_REUSEADDR.","BIO_set_bind_mode_APIName and BIO_get_bind_mode_APIName set and retrieve the current bind mode. If BIO_BIND_NORMAL (the default) is set ,then another socket cannot be bound to the same port. If BIO_BIND_REUSEADDR is set then other sockets can bind to the same port. If BIO_BIND_REUSEADDR_IF_UNUSED is set ,then and attempt is first made to use BIO_BIN_NORMAL, if this fails and the port is not in use ,then a second attempt is made using BIO_BIND_REUSEADDR."
0,0,a second attempt is made using BIO_BIND_REUSEADDR,1,,if this fails and the port is not in use,"If BIO_BIND_REUSEADDR_IF_UNUSED is set ,then and attempt is first made to use BIO_BIN_NORMAL, if this fails and the port is not in use ,then a second attempt is made using BIO_BIND_REUSEADDR.","BIO_set_bind_mode_APIName and BIO_get_bind_mode_APIName set and retrieve the current bind mode. If BIO_BIND_NORMAL (the default) is set ,then another socket cannot be bound to the same port. If BIO_BIND_REUSEADDR is set then other sockets can bind to the same port. If BIO_BIND_REUSEADDR_IF_UNUSED is set ,then and attempt is first made to use BIO_BIN_NORMAL, if this fails and the port is not in use ,then a second attempt is made using BIO_BIND_REUSEADDR."
